case_id,expanded_route_id,base_route_id,source_tree,case_number,global_case_number,seed,route_depth,final_rule,final_output_class_id,expected_mode,input_xml_path,input_xml_flat_path,expected_output_path,tree_version,mapping_version,generator_version
BT-GPA-006__R2-002__R1-002__0086,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,86,1386,9302824820314,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0086.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0086.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0087,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,87,1387,51926912241181,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0087.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0087.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0088,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,88,1388,72448210166119,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0088.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0088.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0089,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,89,1389,111054422838591,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0089.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0089.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0090,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,90,1390,217122737329445,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0090.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0090.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0091,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,91,1391,187068239972491,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0091.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0091.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0092,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,92,1392,76899188389446,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0092.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0092.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0093,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,93,1393,188843424136347,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0093.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0093.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0094,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,94,1394,121890077454735,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0094.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0094.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0095,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,95,1395,169496173335975,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0095.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0095.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0096,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,96,1396,75530526396211,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0096.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0096.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0097,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,97,1397,171793012358164,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0097.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0097.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0098,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,98,1398,278808096406466,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0098.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0098.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0099,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,99,1399,267752139265170,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0099.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0099.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-002__0100,BT-GPA-006__R2-002__R1-002,BT-GPA-006,General_post_primera_asignacion,100,1400,199735987178599,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_DEFICIT_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0100.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-002__0100.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0001,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,1,1401,61890875883925,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0001.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0001.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0002,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,2,1402,37959941171160,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0002.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0002.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0003,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,3,1403,219964986577982,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0003.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0003.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0004,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,4,1404,42246389377136,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0004.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0004.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0005,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,5,1405,106784706367358,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0005.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0005.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0006,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,6,1406,32010768844838,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0006.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0006.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0007,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,7,1407,132960924488776,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0007.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0007.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0008,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,8,1408,52769489345374,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0008.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0008.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0009,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,9,1409,51589357221854,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0009.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0009.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0010,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,10,1410,2450974062269,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0010.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0010.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0011,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,11,1411,98895552686434,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0011.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0011.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0012,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,12,1412,266778924805679,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0012.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0012.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0013,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,13,1413,258245289005100,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0013.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0013.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0014,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,14,1414,202943302495882,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0014.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0014.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0015,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,15,1415,132116344931072,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0015.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0015.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0016,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,16,1416,134140695622257,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0016.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0016.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0017,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,17,1417,46427402036549,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0017.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0017.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0018,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,18,1418,177280902449885,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0018.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0018.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0019,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,19,1419,219778575307895,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0019.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0019.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0020,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,20,1420,17144801382254,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0020.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0020.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0021,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,21,1421,243454603725809,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0021.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0021.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0022,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,22,1422,129380466675655,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0022.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0022.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0023,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,23,1423,95073611123247,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0023.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0023.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0024,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,24,1424,57682320619549,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0024.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0024.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0025,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,25,1425,134219807626745,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0025.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0025.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0026,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,26,1426,28097474358084,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0026.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0026.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0027,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,27,1427,58355373043460,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0027.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0027.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-002__R1-003__0028,BT-GPA-006__R2-002__R1-003,BT-GPA-006,General_post_primera_asignacion,28,1428,117751884325621,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_ASSIGN_CLOSEST_UNIQUE,EXACT,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0028.xml,02_inputs_xml_flat/BT-GPA-006__R2-002__R1-003__0028.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
